Date,Room Type,Adults,Children,Package Code,Currency Code,Amount,Check-in Date,Check-out Date,Room Number,Requests,Stay Duration,Year,Month,Guest Type
2023-01-01,TWTW,2.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-04,524.0,,3,2023,1,Couple
2023-01-01,GENR,2.0,0.0,SDC,USD,183.0,2023-01-01,2023-01-03,407.0,No request,2,2023,1,Couple
2023-01-01,GENR,2.0,0.0,SDC,USD,183.0,2023-01-01,2023-01-03,411.0,No request,2,2023,1,Couple
2023-01-01,GENR,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-02,508.0,No request,1,2023,1,Solo
2023-01-01,GENR,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-02,511.0,No request,1,2023,1,Solo
2023-01-01,GENR,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-02,512.0,No request,1,2023,1,Solo
2023-01-01,GENR,2.0,0.0,BEN,USD,185.0,2023-01-01,2023-01-03,728.0,Member Rate (M5),2,2023,1,Couple
2023-01-01,TWTW,2.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-04,524.0,No request,3,2023,1,Couple
2023-01-01,GENR,2.0,0.0,BEN,USD,205.0,2023-01-01,2023-01-02,527.0,"Member Rate (M5),Member (Y1)",1,2023,1,Couple
2023-01-01,DKNG,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-06,606.0,28100,5,2023,1,Solo
2023-01-01,DKNG,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-06,606.0,No request,5,2023,1,Solo
2023-01-01,GENR,2.0,0.0,BEN,USD,185.0,2023-01-01,2023-01-03,728.0,Member Rate (M5),2,2023,1,Couple
2023-01-01,GENR,2.0,0.0,BEN,USD,185.0,2023-01-01,2023-01-03,728.0,Member Rate (M5),2,2023,1,Couple
2023-01-01,EXEC,1.0,0.0,OTD,USD,161.0,2023-01-01,2023-01-03,729.0,No request,2,2023,1,Solo
2023-01-01,CITY,2.0,0.0,SDC,USD,151.0,2023-01-01,2023-01-02,821.0,"Valid Rate ID Required (I2),Mobile Key,Titanium Elite (X4)",1,2023,1,Couple
2023-01-01,EXEC,1.0,0.0,ADP,USD,175.0,2023-01-01,2023-01-02,829.0,No request,1,2023,1,Solo
2023-01-01,GENR,1.0,0.0,SPE,USD,96.0,2023-01-01,2023-01-01,831.0,No request,0,2023,1,Solo
2023-01-01,GENR,2.0,0.0,SDC,USD,159.0,2023-01-01,2023-01-04,912.0,"Valid Rate ID Required (I2),Extra Foam Pillows (Y2)",3,2023,1,Couple
2023-01-01,GENR,2.0,0.0,SDC,USD,151.0,2023-01-01,2023-01-04,1012.0,No request,3,2023,1,Couple
2023-01-01,EXEC,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-02,1029.0,No request,1,2023,1,Solo
2023-01-01,TWTW,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-02,1224.0,None,1,2023,1,Solo
2023-01-01,GENR,1.0,0.0,SPE,USD,145.0,2023-01-01,2023-01-02,1208.0,No request,1,2023,1,Solo
2023-01-01,DBDB,1.0,0.0,SPE,USD,96.0,2023-01-01,2023-01-02,1222.0,No request,1,2023,1,Solo
2023-01-01,TWTW,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-02,1224.0,No request,1,2023,1,Solo
2023-01-01,QUEN,1.0,0.0,ECM,USD,319.44,2023-01-01,2023-01-02,1226.0,"OTA BOOKING (O9),Breakfast included (B6)",1,2023,1,Solo
2023-01-01,SUIT,2.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-05,1506.0,No request,4,2023,1,Couple
2023-01-01,SUIT,1.0,0.0,SDC,USD,183.0,2023-01-01,2023-01-03,1407.0,"Valid Rate ID Required (I2),Extra Towels (E6),Extra Foam Pillows (Y2),Accepted Hskpg Service (J9),Mobile Key,Elite Breakfast (B3)",2,2023,1,Solo
2023-01-01,SUIT,1.0,0.0,SPE,USD,145.0,2023-01-01,2023-01-02,1408.0,No request,1,2023,1,Solo
2023-01-01,EXEC,2.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-03,1429.0,No request,2,2023,1,Couple
2023-01-01,EXEC,2.0,0.0,SDC,USD,191.0,2023-01-01,2023-01-05,1629.0,No request,4,2023,1,Couple
2023-01-01,SUIT,2.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-05,1506.0,No request,4,2023,1,Couple
2023-01-01,SUIT,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-03,1507.0,No request,2,2023,1,Solo
2023-01-01,SUIT,2.0,0.0,BEN,USD,185.0,2023-01-01,2023-01-04,1603.0,No request,3,2023,1,Couple
2023-01-01,DBDB,2.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-04,1622.0,Mobile Key,3,2023,1,Couple
2023-01-01,EXEC,2.0,0.0,SDC,USD,191.0,2023-01-01,2023-01-05,1629.0,No request,4,2023,1,Couple
2023-01-01,GENR,2.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-04,1631.0,No request,3,2023,1,Couple
2023-01-01,SUIT,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-02,1706.0,No request,1,2023,1,Solo
2023-01-01,CITY,2.0,0.0,SPE,USD,152.0,2023-01-01,2023-01-02,1721.0,No request,1,2023,1,Couple
2023-01-01,GENR,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-06,1726.0,No request,5,2023,1,Solo
2023-01-01,GENR,2.0,0.0,SDC,USD,151.0,2023-01-01,2023-01-04,1727.0,Valid Rate ID Required (I2),3,2023,1,Couple
2023-01-01,SUIT,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-04,1804.0,No request,3,2023,1,Solo
2023-01-01,EXEC,1.0,0.0,BMR,USD,31.0,2023-01-01,2023-01-06,1829.0,No request,5,2023,1,Solo
2023-01-01,DBDB,1.0,0.0,SDC,USD,161.0,2023-01-01,2023-01-04,2122.0,Valid Rate ID Required (I2),3,2023,1,Solo
2023-01-02,VIEW,1.0,0.0,SDC,USD,151.0,2023-01-02,2023-01-04,502.0,Valid Rate ID Required (I2),2,2023,1,Solo
2023-01-02,EXEC,2.0,0.0,SDC,USD,151.0,2023-01-02,2023-01-04,529.0,Valid Rate ID Required (I2),2,2023,1,Couple
2023-01-02,VIEW,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-04,602.0,No request,2,2023,1,Couple
2023-01-02,GENR,1.0,0.0,GCO,USD,50.0,2023-01-02,2023-01-03,623.0,,1,2023,1,Solo
2023-01-02,CITY,1.0,0.0,SPE,USD,165.0,2023-01-02,2023-01-07,621.0,No request,5,2023,1,Solo
2023-01-02,DKNG,2.0,0.0,REG,USD,215.0,2023-01-02,2023-01-04,725.0,,2,2023,1,Couple
2023-01-02,TWTW,2.0,0.0,BEN,USD,185.0,2023-01-02,2023-01-04,624.0,No request,2,2023,1,Couple
2023-01-02,VIEW,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-04,702.0,No request,2,2023,1,Couple
2023-01-02,DKNG,2.0,0.0,REG,USD,215.0,2023-01-02,2023-01-04,725.0,"Split reservation (S5),Member Rate (M5)",2,2023,1,Couple
2023-01-02,EXEC,1.0,0.0,AAA,USD,188.0,2023-01-02,2023-01-03,829.0,"Valid Rate ID Required (I2),Feather Free Room (B5),Titanium Elite (X4)",1,2023,1,Solo
2023-01-02,GENR,1.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-03,811.0,No request,1,2023,1,Solo
2023-01-02,GENR,2.0,0.0,SPE,USD,161.0,2023-01-02,2023-01-03,812.0,No request,1,2023,1,Couple
2023-01-02,DBDB,2.0,0.0,ECM,USD,289.19,2023-01-02,2023-01-04,822.0,16902,2,2023,1,Couple
2023-01-02,EXEC,1.0,0.0,AAA,USD,188.0,2023-01-02,2023-01-03,829.0,"Valid Rate ID Required (I2),Feather Free Room (B5),Titanium Elite (X4)",1,2023,1,Solo
2023-01-02,VIEW,1.0,0.0,SPE,USD,135.0,2023-01-02,2023-01-03,902.0,No request,1,2023,1,Solo
2023-01-02,TWTW,2.0,0.0,BEN,USD,185.0,2023-01-02,2023-01-04,924.0,No request,2,2023,1,Couple
2023-01-02,EXEC,1.0,0.0,BEN,USD,219.0,2023-01-02,2023-01-03,929.0,"Titanium Elite (X4),Nightly Upgrade Award (N2)",1,2023,1,Solo
2023-01-02,CITY,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-03,1003.0,No request,1,2023,1,Couple
2023-01-02,QUEN,1.0,0.0,SPE,USD,115.0,2023-01-02,2023-01-20,1109.0,None,18,2023,1,Solo
2023-01-02,GENR,1.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-03,1011.0,No request,1,2023,1,Solo
2023-01-02,GENR,2.0,0.0,BEN,USD,185.0,2023-01-02,2023-01-03,1111.0,Member Rate (M5),1,2023,1,Couple
2023-01-02,DBDB,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-04,1122.0,No request,2,2023,1,Couple
2023-01-02,TWTW,2.0,0.0,REG,USD,189.0,2023-01-02,2023-01-04,1124.0,71550,2,2023,1,Couple
2023-01-02,EXEC,2.0,0.0,SPE,USD,116.0,2023-01-02,2023-01-08,1129.0,No request,6,2023,1,Couple
2023-01-02,CITY,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-04,1203.0,No request,2,2023,1,Couple
2023-01-02,DKNG,2.0,0.0,REG,USD,215.0,2023-01-02,2023-01-04,1206.0,"Split reservation (S5),Member Rate (M5)",2,2023,1,Couple
2023-01-02,GENR,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-04,1212.0,No request,2,2023,1,Couple
2023-01-02,CITY,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-04,1402.0,No request,2,2023,1,Couple
2023-01-02,SUIT,1.0,0.0,SPE,USD,165.0,2023-01-02,2023-01-07,1408.0,No request,5,2023,1,Solo
2023-01-02,SUIT,1.0,0.0,MAR,USD,79.0,2023-01-02,2023-01-03,1412.0,No request,1,2023,1,Solo
2023-01-02,CITY,2.0,0.0,SFB,USD,273.0,2023-01-02,2023-01-04,1421.0,No request,2,2023,1,Couple
2023-01-02,GENR,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-03,1430.0,No request,1,2023,1,Couple
2023-01-02,SUIT,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-03,1601.0,No request,1,2023,1,Couple
2023-01-02,SUIT,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-03,1602.0,No request,1,2023,1,Couple
2023-01-02,SUIT,1.0,0.0,SPE,USD,165.0,2023-01-02,2023-01-03,1604.0,No request,1,2023,1,Solo
2023-01-02,TWTW,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-03,1624.0,No request,1,2023,1,Couple
2023-01-02,DKNG,2.0,0.0,REG,USD,205.0,2023-01-02,2023-01-03,1704.0,No request,1,2023,1,Couple
2023-01-02,CITY,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-03,1721.0,No request,1,2023,1,Couple
2023-01-02,DBDB,2.0,0.0,BMR,USD,31.0,2023-01-02,2023-01-04,1822.0,No request,2,2023,1,Couple
2023-01-02,SUIT,1.0,0.0,SPE,USD,165.0,2023-01-02,2023-01-07,1923.0,No request,5,2023,1,Solo
2023-01-02,SUIT,1.0,0.0,SDC,USD,151.0,2023-01-02,2023-01-03,2021.0,"Valid Rate ID Required (I2),Titanium Elite (X4)",1,2023,1,Solo
2023-01-02,SUIT,2.0,0.0,SPE,USD,96.0,2023-01-02,2023-01-03,2022.0,No request,1,2023,1,Couple
2023-01-02,SUIT,1.0,0.0,BEN,USD,185.0,2023-01-02,2023-01-08,2023.0,71550,6,2023,1,Solo
2023-01-02,SUIT,1.0,0.0,BEN,USD,185.0,2023-01-02,2023-01-08,2023.0,"Extra Towels (E6),Member Rate (M5),Extra Feather Pillows (V9)",6,2023,1,Solo
2023-01-02,SUIT,2.0,0.0,REG,USD,259.0,2023-01-02,2023-01-03,2024.0,"Platinum Elite (P6),Foam Pillows (F2)",1,2023,1,Couple
2023-01-02,SUIT,2.0,0.0,OTD,USD,99.0,2023-01-02,2023-01-06,2026.0,No request,4,2023,1,Couple
2023-01-02,CITY,1.0,0.0,SDC,USD,159.0,2023-01-02,2023-01-09,2121.0,"Valid Rate ID Required (I2),Extra Towels (E6),Foam Pillows (F2)",7,2023,1,Solo
2023-01-02,GENR,1.0,0.0,SPE,USD,145.0,2023-01-02,2023-01-15,2123.0,No request,13,2023,1,Solo
2023-01-02,TWIN,2.0,0.0,ECM,USD,218.37,2023-01-02,2023-01-06,2125.0,No request,4,2023,1,Couple
2023-01-02,QUEN,2.0,0.0,ECM,USD,228.69,2023-01-02,2023-01-03,2126.0,71550,1,2023,1,Couple
2023-01-02,GENR,1.0,0.0,SPE,USD,145.0,2023-01-02,2023-01-15,2130.0,No request,13,2023,1,Solo
2023-01-03,VIEW,1.0,0.0,SPE,USD,161.0,2023-01-03,2023-01-04,403.0,No request,1,2023,1,Solo
2023-01-03,VIEW,1.0,0.0,SPE,USD,161.0,2023-01-03,2023-01-04,403.0,No request,1,2023,1,Solo
2023-01-03,DKNG,2.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-04,406.0,No request,1,2023,1,Couple
2023-01-03,DKNG,2.0,0.0,SDC,USD,169.0,2023-01-03,2023-01-04,706.0,"Valid Rate ID Required (I2),Extra Towels (E6),Member (Y1),Extra Feather Pillows (V9),Refrigerator (R4)",1,2023,1,Couple
2023-01-03,DKNG,2.0,0.0,SDC,USD,169.0,2023-01-03,2023-01-04,706.0,"Valid Rate ID Required (I2),Extra Towels (E6),Member (Y1),Extra Feather Pillows (V9),Refrigerator (R4)",1,2023,1,Couple
2023-01-03,CITY,2.0,0.0,SFB,USD,175.0,2023-01-03,2023-01-05,803.0,71550,2,2023,1,Couple
2023-01-03,CITY,2.0,0.0,SFB,USD,175.0,2023-01-03,2023-01-05,803.0,Breakfast included (B6),2,2023,1,Couple
2023-01-03,GENR,1.0,0.0,SDC,USD,183.0,2023-01-03,2023-01-04,923.0,"Valid Rate ID Required (I2),Mobile Key",1,2023,1,Solo
2023-01-03,CITY,2.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-04,1003.0,No request,1,2023,1,Couple
2023-01-03,GENR,1.0,0.0,AAA,USD,170.0,2023-01-03,2023-01-04,1011.0,Valid Rate ID Required (I2),1,2023,1,Solo
2023-01-03,GENR,2.0,0.0,BEN,USD,185.0,2023-01-03,2023-01-05,1031.0,No request,2,2023,1,Couple
2023-01-03,GENR,2.0,0.0,SPE,USD,50.0,2023-01-03,2023-01-04,1111.0,71550,1,2023,1,Couple
2023-01-03,GENR,1.0,0.0,SPE,USD,115.0,2023-01-03,2023-01-27,1123.0,No request,24,2023,1,Solo
2023-01-03,DKNG,1.0,0.0,SPE,USD,115.0,2023-01-03,2023-01-05,1225.0,No request,2,2023,1,Solo
2023-01-03,QUEN,2.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-04,1226.0,No request,1,2023,1,Couple
2023-01-03,EXEC,1.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-04,1229.0,No request,1,2023,1,Solo
2023-01-03,SUIT,2.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-04,1407.0,No request,1,2023,1,Couple
2023-01-03,DBDB,2.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-08,1422.0,No request,5,2023,1,Couple
2023-01-03,CITY,1.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-04,1503.0,No request,1,2023,1,Solo
2023-01-03,SUIT,2.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-04,1507.0,No request,1,2023,1,Couple
2023-01-03,SUIT,2.0,0.0,SDC,USD,151.0,2023-01-03,2023-01-04,1511.0,"Valid Rate ID Required (I2),Split reservation (S5)",1,2023,1,Couple
2023-01-03,SUIT,2.0,0.0,SPE,USD,96.0,2023-01-03,2023-01-05,1601.0,No request,2,2023,1,Couple
2023-01-03,SUIT,1.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-06,1602.0,No request,3,2023,1,Solo
2023-01-03,SUIT,1.0,0.0,SDC,USD,159.0,2023-01-03,2023-01-04,1604.0,No request,1,2023,1,Solo
2023-01-03,CITY,1.0,0.0,BEN,USD,189.0,2023-01-03,2023-01-08,1621.0,No request,5,2023,1,Solo
2023-01-03,GENR,2.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-04,1623.0,No request,1,2023,1,Couple
2023-01-03,GENR,1.0,0.0,SDC,USD,167.0,2023-01-03,2023-01-05,1627.0,"Valid Rate ID Required (I2),Extra Feather Pillows (V9)",2,2023,1,Solo
2023-01-03,CITY,1.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-04,1721.0,No request,1,2023,1,Solo
2023-01-03,DBDB,2.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-04,1722.0,No request,1,2023,1,Couple
2023-01-03,GENR,2.0,0.0,MAR,USD,79.0,2023-01-03,2023-01-04,1723.0,No request,1,2023,1,Couple
2023-01-03,DKNG,1.0,0.0,SDC,USD,151.0,2023-01-03,2023-01-04,1725.0,Valid Rate ID Required (I2),1,2023,1,Solo
2023-01-03,EXEC,1.0,0.0,BEN,USD,224.0,2023-01-03,2023-01-03,1729.0,No request,0,2023,1,Solo
2023-01-03,TWTW,1.0,0.0,BEN,USD,185.0,2023-01-03,2023-01-04,1824.0,No request,1,2023,1,Solo
2023-01-03,DKNG,2.0,0.0,ECM,USD,185.92,2023-01-03,2023-01-04,1825.0,No request,1,2023,1,Couple
2023-01-03,GENR,2.0,0.0,SPE,USD,125.0,2023-01-03,2023-01-05,1827.0,No request,2,2023,1,Couple
2023-01-03,SUIT,2.0,0.0,SPE,USD,165.0,2023-01-03,2023-01-06,1924.0,No request,3,2023,1,Couple
2023-01-03,SUIT,2.0,0.0,SDC,USD,151.0,2023-01-03,2023-01-04,2024.0,"Valid Rate ID Required (I2),Split reservation (S5)",1,2023,1,Couple
2023-01-03,SUIT,1.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-12,2027.0,No request,9,2023,1,Solo
2023-01-03,TWTW,1.0,0.0,BMR,USD,31.0,2023-01-03,2023-01-08,2124.0,No request,5,2023,1,Solo
2023-01-04,QUEN,1.0,0.0,CON,USD,50.0,2023-01-04,2023-01-05,509.0,,1,2023,1,Solo
2023-01-04,EXEC,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-08,529.0,No request,4,2023,1,Couple
2023-01-04,TWIN,2.0,0.0,GTT,USD,150.0,2023-01-04,2023-01-05,525.0,"Sign room and tax only (S4),Breakfast included (B6)",1,2023,1,Couple
2023-01-04,EXEC,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-08,529.0,No request,4,2023,1,Couple
2023-01-04,GENR,1.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-06,608.0,No request,2,2023,1,Solo
2023-01-04,DBDB,1.0,0.0,AAA,USD,170.0,2023-01-04,2023-01-06,622.0,No request,2,2023,1,Solo
2023-01-04,TWTW,2.0,0.0,BEN,USD,215.0,2023-01-04,2023-01-06,624.0,"Split reservation (S5),Member Rate (M5)",2,2023,1,Couple
2023-01-04,GENR,2.0,0.0,SFB,USD,224.0,2023-01-04,2023-01-05,626.0,"Gold Elite (X1),Member Rate (M5),Refrigerator (R4),Breakfast included (B6)",1,2023,1,Couple
2023-01-04,GENR,2.0,0.0,AAA,USD,170.0,2023-01-04,2023-01-05,627.0,"Valid Rate ID Required (I2),Gold Elite (X1)",1,2023,1,Couple
2023-01-04,TWTW,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-05,724.0,No request,1,2023,1,Couple
2023-01-04,EXEC,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-05,729.0,No request,1,2023,1,Couple
2023-01-04,GENR,2.0,0.0,BEN,USD,199.0,2023-01-04,2023-01-07,730.0,No request,3,2023,1,Couple
2023-01-04,GENR,2.0,0.0,AAA,USD,197.0,2023-01-04,2023-01-06,731.0,No request,2,2023,1,Couple
2023-01-04,VIEW,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-05,802.0,No request,1,2023,1,Couple
2023-01-04,GENR,2.0,0.0,SPE,USD,98.0,2023-01-04,2023-01-05,807.0,No request,1,2023,1,Couple
2023-01-04,GENR,2.0,0.0,SPE,USD,98.0,2023-01-04,2023-01-05,808.0,No request,1,2023,1,Couple
2023-01-04,QUEN,2.0,0.0,SPE,USD,98.0,2023-01-04,2023-01-05,810.0,No request,1,2023,1,Couple
2023-01-04,GENR,2.0,0.0,SPE,USD,98.0,2023-01-04,2023-01-05,811.0,No request,1,2023,1,Couple
2023-01-04,GENR,2.0,0.0,SPE,USD,98.0,2023-01-04,2023-01-05,812.0,No request,1,2023,1,Couple
2023-01-04,QUEN,2.0,0.0,SPE,USD,98.0,2023-01-04,2023-01-05,814.0,No request,1,2023,1,Couple
2023-01-04,VIEW,1.0,0.0,BEN,USD,185.0,2023-01-04,2023-01-05,902.0,"Platinum Elite (P6),Member Rate (M5)",1,2023,1,Solo
2023-01-04,QUEN,2.0,0.0,SPE,USD,98.0,2023-01-04,2023-01-05,910.0,No request,1,2023,1,Couple
2023-01-04,QUEN,2.0,0.0,SPE,USD,98.0,2023-01-04,2023-01-05,914.0,No request,1,2023,1,Couple
2023-01-04,GENR,2.0,0.0,SDC,USD,151.0,2023-01-04,2023-01-06,923.0,"Valid Rate ID Required (I2),Member (Y1)",2,2023,1,Couple
2023-01-04,CCTA,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-04,1002.0,No request,0,2023,1,Couple
2023-01-04,CITY,2.0,0.0,BEN,USD,215.0,2023-01-04,2023-01-05,1003.0,"Platinum Elite (P6),Member Rate (M5)",1,2023,1,Couple
2023-01-04,QUEN,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-05,1010.0,No request,1,2023,1,Couple
2023-01-04,DBDB,2.0,0.0,SPE,USD,98.0,2023-01-04,2023-01-05,1022.0,No request,1,2023,1,Couple
2023-01-04,GENR,2.0,0.0,WHO,USD,115.0,2023-01-04,2023-01-08,1028.0,No request,4,2023,1,Couple
2023-01-04,EXEC,1.0,0.0,ADP,USD,159.0,2023-01-04,2023-01-07,1029.0,No request,3,2023,1,Solo
2023-01-04,TWTW,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-05,1124.0,No request,1,2023,1,Couple
2023-01-04,GENR,2.0,0.0,BEN,USD,205.0,2023-01-04,2023-01-06,1212.0,No request,2,2023,1,Couple
2023-01-04,CITY,2.0,0.0,SDC,USD,159.0,2023-01-04,2023-01-07,1203.0,"Valid Rate ID Required (I2),Titanium Elite (X4)",3,2023,1,Couple
2023-01-04,GENR,2.0,0.0,SDC,USD,134.0,2023-01-04,2023-01-07,1207.0,"Valid Rate ID Required (I2),Split reservation (S5),Titanium Elite (X4)",3,2023,1,Couple
2023-01-04,GENR,2.0,0.0,BEN,USD,205.0,2023-01-04,2023-01-06,1212.0,No request,2,2023,1,Couple
2023-01-04,CITY,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-06,1221.0,No request,2,2023,1,Couple
2023-01-04,TWTW,2.0,0.0,ECM,USD,200.83,2023-01-04,2023-01-06,1224.0,No request,2,2023,1,Couple
2023-01-04,EXEC,2.0,0.0,BEN,USD,195.0,2023-01-04,2023-01-06,1229.0,Member Rate (M5),2,2023,1,Couple
2023-01-04,GENR,2.0,0.0,BEN,USD,160.0,2023-01-04,2023-01-08,1230.0,No request,4,2023,1,Couple
2023-01-04,QUEN,2.0,0.0,SFB,USD,194.0,2023-01-04,2023-01-13,1414.0,"Split reservation (S5),Breakfast included (B6)",9,2023,1,Couple
2023-01-04,GENR,2.0,0.0,BEN,USD,215.0,2023-01-04,2023-01-05,1231.0,No request,1,2023,1,Couple
2023-01-04,SUIT,2.0,0.0,SPE,USD,98.0,2023-01-04,2023-01-05,1411.0,No request,1,2023,1,Couple
2023-01-04,SUIT,1.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-05,1412.0,No request,1,2023,1,Solo
2023-01-04,QUEN,2.0,0.0,SFB,USD,194.0,2023-01-04,2023-01-13,1414.0,"Split reservation (S5),Breakfast included (B6)",9,2023,1,Couple
2023-01-04,CITY,2.0,0.0,BEN,USD,189.0,2023-01-04,2023-01-07,1421.0,No request,3,2023,1,Couple
2023-01-04,GENR,1.0,0.0,ECM,USD,196.45,2023-01-04,2023-01-06,1423.0,No request,2,2023,1,Solo
2023-01-04,GENR,1.0,0.0,ECM,USD,196.45,2023-01-04,2023-01-06,1423.0,No request,2,2023,1,Solo
2023-01-04,TWTW,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-05,1424.0,No request,1,2023,1,Couple
2023-01-04,GENR,2.0,0.0,AAA,USD,170.0,2023-01-04,2023-01-06,1430.0,"Valid Rate ID Required (I2),Split reservation (S5),Gold Elite (X1)",2,2023,1,Couple
2023-01-04,GENR,2.0,0.0,SDC,USD,159.0,2023-01-04,2023-01-07,1431.0,"Valid Rate ID Required (I2),Extra Feather Pillows (V9)",3,2023,1,Couple
2023-01-04,GENR,2.0,0.0,SDC,USD,159.0,2023-01-04,2023-01-07,1431.0,"Valid Rate ID Required (I2),Extra Feather Pillows (V9)",3,2023,1,Couple
2023-01-04,CITY,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-10,1502.0,No request,6,2023,1,Couple
2023-01-04,CITY,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-08,1503.0,No request,4,2023,1,Couple
2023-01-04,SUIT,2.0,0.0,SDC,USD,134.0,2023-01-04,2023-01-07,1507.0,No request,3,2023,1,Couple
2023-01-04,SUIT,1.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-05,1511.0,No request,1,2023,1,Solo
2023-01-04,SUIT,2.0,0.0,SDC,USD,175.0,2023-01-04,2023-01-07,1604.0,No request,3,2023,1,Couple
2023-01-04,DBDB,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-05,1622.0,No request,1,2023,1,Couple
2023-01-04,GENR,1.0,0.0,SDC,USD,167.0,2023-01-04,2023-01-05,1623.0,"Valid Rate ID Required (I2),Member (Y1)",1,2023,1,Solo
2023-01-04,GENR,2.0,0.0,BEN,USD,199.0,2023-01-04,2023-01-05,1631.0,71550,1,2023,1,Couple
2023-01-04,DKNG,2.0,0.0,ECM,USD,227.14,2023-01-04,2023-01-06,1704.0,No request,2,2023,1,Couple
2023-01-04,DKNG,2.0,0.0,ECM,USD,227.14,2023-01-04,2023-01-06,1704.0,No request,2,2023,1,Couple
2023-01-04,SUIT,2.0,0.0,SPE,USD,96.0,2023-01-04,2023-01-05,1706.0,No request,1,2023,1,Couple
2023-01-04,DBDB,1.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-10,1722.0,No request,6,2023,1,Solo
2023-01-04,DBDB,1.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-10,1722.0,No request,6,2023,1,Solo
2023-01-04,DKNG,2.0,0.0,SDC,USD,178.0,2023-01-04,2023-01-05,1725.0,"Valid Rate ID Required (I2),Member (Y1)",1,2023,1,Couple
2023-01-04,EXEC,2.0,0.0,REG,USD,299.0,2023-01-04,2023-01-09,1729.0,Gold Elite (X1),5,2023,1,Couple
2023-01-04,DKNG,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-05,1802.0,No request,1,2023,1,Couple
2023-01-04,SUIT,1.0,0.0,SPE,USD,135.0,2023-01-04,2023-01-05,1804.0,No request,1,2023,1,Solo
2023-01-04,DBDB,2.0,0.0,REG,USD,219.0,2023-01-04,2023-01-06,1822.0,No request,2,2023,1,Couple
2023-01-04,GENR,2.0,0.0,BMR,USD,31.0,2023-01-04,2023-01-05,1826.0,No request,1,2023,1,Couple
