Date,Room Type,Adults,Children,Package Code,Currency Code,Amount,Check-in Date,Check-out Date,Room Number,Requests,Stay Duration,Year,Month,Guest Type
2023-01-10,TWTW,2.0,0.0,BMR,USD,31.0,2023-01-10,2023-01-11,824.0,No request,1,2023,1,Couple
2023-01-10,TWIN,2.0,0.0,SFB,USD,239.0,2023-01-10,2023-01-12,825.0,No request,2,2023,1,Couple
2023-01-10,CCTA,2.0,0.0,SFB,USD,249.0,2023-01-10,2023-01-13,1002.0,No request,3,2023,1,Couple
2023-01-10,GENR,1.0,0.0,SPE,USD,135.0,2023-01-10,2023-01-17,1011.0,No request,7,2023,1,Solo
2023-01-10,TWTW,2.0,0.0,BMR,USD,31.0,2023-01-10,2023-01-11,1224.0,No request,1,2023,1,Couple
2023-01-10,GENR,2.0,0.0,BMR,USD,31.0,2023-01-10,2023-01-11,1227.0,No request,1,2023,1,Couple
2023-01-10,GENR,2.0,0.0,BMR,USD,31.0,2023-01-10,2023-01-11,1228.0,No request,1,2023,1,Couple
2023-01-10,SUIT,2.0,0.0,SPE,USD,96.0,2023-01-10,2023-01-11,1407.0,No request,1,2023,1,Couple
2023-01-10,SUIT,1.0,0.0,BEN,USD,179.0,2023-01-10,2023-01-11,1408.0,No request,1,2023,1,Solo
2023-01-10,SUIT,1.0,0.0,MAR,USD,67.15,2023-01-10,2023-01-11,1412.0,No request,1,2023,1,Solo
2023-01-10,GENR,1.0,0.0,BMR,USD,31.0,2023-01-10,2023-01-12,1430.0,No request,2,2023,1,Solo
2023-01-10,SUIT,1.0,0.0,BMR,USD,31.0,2023-01-10,2023-01-11,1507.0,No request,1,2023,1,Solo
2023-01-10,SUIT,1.0,0.0,BMR,USD,31.0,2023-01-10,2023-01-11,1508.0,No request,1,2023,1,Solo
2023-01-10,SUIT,1.0,0.0,BEN,USD,179.0,2023-01-10,2023-01-11,1511.0,1 King Bed (K1),1,2023,1,Solo
2023-01-10,SUIT,2.0,0.0,BEN,USD,195.0,2023-01-10,2023-01-11,1512.0,No request,1,2023,1,Couple
2023-01-10,SUIT,1.0,0.0,SFB,USD,190.0,2023-01-10,2023-01-11,1602.0,No request,1,2023,1,Solo
2023-01-10,SUIT,1.0,0.0,SDC,USD,263.0,2023-01-10,2023-01-14,1705.0,"Valid Rate ID Required (I2),Extra Towels (E6),Titanium Elite (X4),Elite Breakfast (B3),Refrigerator (R4),Breakfast included (B6)",4,2023,1,Solo
2023-01-10,TWTW,2.0,0.0,BMR,USD,31.0,2023-01-10,2023-01-12,1724.0,No request,2,2023,1,Couple
2023-01-10,GENR,1.0,0.0,SFB,USD,190.0,2023-01-10,2023-01-12,1726.0,"Extra Towels (E6),Feather Free Room (B5),Extra Foam Pillows (Y2),Member Rate (M5),Breakfast included (B6)",2,2023,1,Solo
2023-01-10,EXEC,2.0,0.0,BMR,USD,31.0,2023-01-10,2023-01-13,1729.0,No request,3,2023,1,Couple
2023-01-10,SUIT,1.0,0.0,BEN,USD,175.0,2023-01-10,2023-01-12,1923.0,No request,2,2023,1,Solo
2023-01-10,SUIT,1.0,0.0,BEN,USD,175.0,2023-01-10,2023-01-13,2021.0,71550,3,2023,1,Solo
2023-01-10,SUIT,1.0,0.0,BEN,USD,175.0,2023-01-10,2023-01-13,2021.0,No request,3,2023,1,Solo
2023-01-10,DBDB,2.0,0.0,BMR,USD,31.0,2023-01-10,2023-01-11,2122.0,No request,1,2023,1,Couple
2023-01-11,GENR,2.0,0.0,SFB,USD,229.0,2023-01-11,2023-01-15,411.0,28100,4,2023,1,Couple
2023-01-11,GENR,2.0,0.0,SFB,USD,229.0,2023-01-11,2023-01-15,411.0,"Member (Y1),Breakfast included (B6)",4,2023,1,Couple
2023-01-11,GENR,1.0,0.0,REG,USD,215.0,2023-01-11,2023-01-13,508.0,"Silver Elite (M1),Gold Elite (X1),Member Rate (M5),Breakfast included (B6)",2,2023,1,Solo
2023-01-11,QUEN,1.0,0.0,OTD,USD,173.0,2023-01-11,2023-01-27,710.0,No request,16,2023,1,Solo
2023-01-11,GENR,2.0,0.0,OTD,USD,99.0,2023-01-11,2023-01-13,812.0,No request,2,2023,1,Couple
2023-01-11,CITY,2.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-12,821.0,No request,1,2023,1,Couple
2023-01-11,DBDB,2.0,0.0,BEN,USD,175.0,2023-01-11,2023-01-12,822.0,"Extra Foam Pillows (Y2),Member Rate (M5)",1,2023,1,Couple
2023-01-11,EXEC,1.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-14,929.0,No request,3,2023,1,Solo
2023-01-11,GENR,1.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-12,1007.0,No request,1,2023,1,Solo
2023-01-11,GENR,2.0,0.0,SPE,USD,145.0,2023-01-11,2023-01-14,1027.0,No request,3,2023,1,Couple
2023-01-11,GENR,2.0,0.0,SPE,USD,145.0,2023-01-11,2023-01-14,1028.0,No request,3,2023,1,Couple
2023-01-11,EXEC,2.0,0.0,REG,USD,269.0,2023-01-11,2023-01-13,1029.0,Silver Elite (M1),2,2023,1,Couple
2023-01-11,CITY,1.0,0.0,OTD,USD,173.0,2023-01-11,2023-01-26,1103.0,"Platinum Elite (P6),Breakfast included (B6)",15,2023,1,Solo
2023-01-11,DKNG,1.0,0.0,SFB,USD,244.0,2023-01-11,2023-01-28,1106.0,16902,17,2023,1,Solo
2023-01-11,DKNG,1.0,0.0,SFB,USD,244.0,2023-01-11,2023-01-28,1106.0,"Extra Towels (E6),Extra Feather Pillows (V9),Breakfast included (B6)",17,2023,1,Solo
2023-01-11,GENR,2.0,0.0,OTD,USD,99.0,2023-01-11,2023-01-13,1207.0,No request,2,2023,1,Couple
2023-01-11,DBDB,2.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-14,1222.0,No request,3,2023,1,Couple
2023-01-11,EXEC,2.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-14,1229.0,No request,3,2023,1,Couple
2023-01-11,SUIT,1.0,0.0,SDC,USD,143.0,2023-01-11,2023-01-12,1406.0,"Valid Rate ID Required (I2),Extra Towels (E6),Extra Feather Pillows (V9)",1,2023,1,Solo
2023-01-11,SUIT,2.0,0.0,SPE,USD,96.0,2023-01-11,2023-01-12,1407.0,No request,1,2023,1,Couple
2023-01-11,SUIT,2.0,0.0,SDC,USD,151.0,2023-01-11,2023-01-14,1408.0,No request,3,2023,1,Couple
2023-01-11,SUIT,1.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-16,1411.0,No request,5,2023,1,Solo
2023-01-11,SUIT,2.0,0.0,BEN,USD,189.0,2023-01-11,2023-01-13,1412.0,No request,2,2023,1,Couple
2023-01-11,DBDB,1.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-14,1422.0,No request,3,2023,1,Solo
2023-01-11,DBDB,1.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-14,1422.0,No request,3,2023,1,Solo
2023-01-11,SUIT,2.0,0.0,ADP,USD,149.25,2023-01-11,2023-01-12,1508.0,No request,1,2023,1,Couple
2023-01-11,EXEC,2.0,0.0,SPE,USD,96.0,2023-01-11,2023-01-15,1429.0,No request,4,2023,1,Couple
2023-01-11,CITY,2.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-14,1502.0,No request,3,2023,1,Couple
2023-01-11,SUIT,2.0,0.0,SDC,USD,134.0,2023-01-11,2023-01-14,1506.0,"Valid Rate ID Required (I2),Extra Towels (E6),Titanium Elite (X4),Extra Feather Pillows (V9)",3,2023,1,Couple
2023-01-11,SUIT,1.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-12,1507.0,No request,1,2023,1,Solo
2023-01-11,SUIT,2.0,0.0,ADP,USD,149.25,2023-01-11,2023-01-12,1508.0,No request,1,2023,1,Couple
2023-01-11,SUIT,1.0,0.0,SPE,USD,135.0,2023-01-11,2023-01-17,1512.0,No request,6,2023,1,Solo
2023-01-11,SUIT,2.0,0.0,BEN,USD,175.0,2023-01-11,2023-01-12,1602.0,No request,1,2023,1,Couple
2023-01-11,SUIT,2.0,0.0,SPE,USD,145.0,2023-01-11,2023-01-13,1604.0,No request,2,2023,1,Couple
2023-01-11,CITY,1.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-12,1621.0,No request,1,2023,1,Solo
2023-01-11,DKNG,2.0,0.0,REG,USD,205.0,2023-01-11,2023-01-12,1725.0,No request,1,2023,1,Couple
2023-01-11,DBDB,2.0,0.0,SFB,USD,239.0,2023-01-11,2023-01-16,1622.0,"Split reservation (S5),Breakfast included (B6)",5,2023,1,Couple
2023-01-11,CITY,1.0,0.0,SPE,USD,112.0,2023-01-11,2023-01-13,1721.0,No request,2,2023,1,Solo
2023-01-11,DBDB,2.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-14,1722.0,No request,3,2023,1,Couple
2023-01-11,DKNG,2.0,0.0,REG,USD,205.0,2023-01-11,2023-01-12,1725.0,No request,1,2023,1,Couple
2023-01-11,GENR,1.0,0.0,BEN,USD,179.0,2023-01-11,2023-01-13,1727.0,Silver Elite (SLR),2,2023,1,Solo
2023-01-11,PENT,1.0,0.0,BEN,USD,175.0,2023-01-11,2023-01-13,1801.0,"Extra Towels (E6),Titanium Elite (X4),Member Rate (M5),Extra Feather Pillows (V9)",2,2023,1,Solo
2023-01-11,SUIT,2.0,0.0,AAA,USD,188.0,2023-01-11,2023-01-14,1803.0,No request,3,2023,1,Couple
2023-01-11,DBDB,2.0,0.0,BMR,USD,31.0,2023-01-11,2023-01-12,1822.0,No request,1,2023,1,Couple
2023-01-11,GENR,2.0,0.0,BEN,USD,185.0,2023-01-11,2023-01-12,2128.0,Member Rate (M5),1,2023,1,Couple
2023-01-11,GENR,1.0,0.0,ECM,USD,179.0,2023-01-11,2023-01-13,1827.0,OTA BOOKING (O9),2,2023,1,Solo
2023-01-11,DBDB,2.0,0.0,SFB,USD,239.0,2023-01-11,2023-01-16,2122.0,"Split reservation (S5),Breakfast included (B6)",5,2023,1,Couple
2023-01-11,GENR,2.0,0.0,BEN,USD,185.0,2023-01-11,2023-01-12,2128.0,Member Rate (M5),1,2023,1,Couple
2023-01-12,CITY,1.0,0.0,REG,USD,234.0,2023-01-12,2023-01-13,521.0,71500,1,2023,1,Solo
2023-01-12,CITY,1.0,0.0,REG,USD,234.0,2023-01-12,2023-01-13,521.0,"Platinum Elite (P6),Member Rate (M5),Elite Breakfast (B3),Breakfast included (B6)",1,2023,1,Solo
2023-01-12,DBDB,2.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-13,522.0,No request,1,2023,1,Couple
2023-01-12,EXEC,2.0,0.0,BEN,USD,215.0,2023-01-12,2023-01-16,529.0,"Platinum Elite (P6),Member Rate (M5),Nightly Upgrade Award (N2)",4,2023,1,Couple
2023-01-12,CITY,2.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-14,621.0,No request,2,2023,1,Couple
2023-01-12,DBDB,1.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-14,622.0,No request,2,2023,1,Solo
2023-01-12,GENR,2.0,0.0,SDC,USD,151.0,2023-01-12,2023-01-14,630.0,No request,2,2023,1,Couple
2023-01-12,CITY,1.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-14,703.0,No request,2,2023,1,Solo
2023-01-12,GENR,1.0,0.0,BEN,USD,180.0,2023-01-12,2023-01-14,711.0,71550,2,2023,1,Solo
2023-01-12,GENR,1.0,0.0,BEN,USD,180.0,2023-01-12,2023-01-14,711.0,"Split reservation (S5),Member Rate (M5)",2,2023,1,Solo
2023-01-12,EXEC,2.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-14,729.0,No request,2,2023,1,Couple
2023-01-12,GENR,2.0,0.0,AAA,USD,170.0,2023-01-12,2023-01-14,730.0,No request,2,2023,1,Couple
2023-01-12,VIEW,2.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-14,802.0,No request,2,2023,1,Couple
2023-01-12,GENR,1.0,0.0,SPE,USD,169.0,2023-01-12,2023-01-16,827.0,No request,4,2023,1,Solo
2023-01-12,CITY,1.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-14,803.0,No request,2,2023,1,Solo
2023-01-12,DBDB,2.0,0.0,SDC,USD,161.0,2023-01-12,2023-01-14,822.0,No request,2,2023,1,Couple
2023-01-12,TWTW,2.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-13,824.0,No request,1,2023,1,Couple
2023-01-12,CITY,1.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-13,921.0,71550,1,2023,1,Solo
2023-01-12,GENR,1.0,0.0,SPE,USD,169.0,2023-01-12,2023-01-16,827.0,No request,4,2023,1,Solo
2023-01-12,GENR,1.0,0.0,SPE,USD,161.0,2023-01-12,2023-01-17,830.0,No request,5,2023,1,Solo
2023-01-12,VIEW,1.0,0.0,ECM,USD,283.14,2023-01-12,2023-01-18,902.0,71500,6,2023,1,Solo
2023-01-12,GENR,1.0,0.0,BEN,USD,180.0,2023-01-12,2023-01-14,907.0,"Split reservation (S5),Member Rate (M5)",2,2023,1,Solo
2023-01-12,DBDB,2.0,0.0,SPE,USD,175.0,2023-01-12,2023-01-14,1022.0,No request,2,2023,1,Couple
2023-01-12,CITY,1.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-13,921.0,71550,1,2023,1,Solo
2023-01-12,CITY,1.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-13,921.0,No request,1,2023,1,Solo
2023-01-12,GENR,2.0,0.0,AAA,USD,170.0,2023-01-12,2023-01-14,923.0,Valid Rate ID Required (I2),2,2023,1,Couple
2023-01-12,TWTW,2.0,0.0,SDC,USD,178.0,2023-01-12,2023-01-15,924.0,No request,3,2023,1,Couple
2023-01-12,GENR,2.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-14,930.0,No request,2,2023,1,Couple
2023-01-12,DBDB,2.0,0.0,SPE,USD,175.0,2023-01-12,2023-01-14,1022.0,No request,2,2023,1,Couple
2023-01-12,GENR,2.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-13,1108.0,No request,1,2023,1,Couple
2023-01-12,GENR,1.0,0.0,SPE,USD,161.0,2023-01-12,2023-01-17,1112.0,No request,5,2023,1,Solo
2023-01-12,CITY,2.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-13,1121.0,No request,1,2023,1,Couple
2023-01-12,GENR,1.0,0.0,SPE,USD,169.0,2023-01-12,2023-01-17,1130.0,No request,5,2023,1,Solo
2023-01-12,CITY,2.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-13,1203.0,No request,1,2023,1,Couple
2023-01-12,SUIT,2.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-14,1406.0,No request,2,2023,1,Couple
2023-01-12,SUIT,2.0,0.0,SPE,USD,96.0,2023-01-12,2023-01-13,1407.0,No request,1,2023,1,Couple
2023-01-12,QUEN,2.0,0.0,AAA,USD,170.0,2023-01-12,2023-01-14,1514.0,"Valid Rate ID Required (I2),Gold Elite (X1)",2,2023,1,Couple
2023-01-12,SUIT,1.0,0.0,BEN,USD,175.0,2023-01-12,2023-01-13,1601.0,No request,1,2023,1,Solo
2023-01-12,SUIT,1.0,0.0,BEN,USD,175.0,2023-01-12,2023-01-13,1601.0,No request,1,2023,1,Solo
2023-01-12,TWTW,2.0,0.0,BEN,USD,180.0,2023-01-12,2023-01-15,1724.0,"Silver Elite (M1),Member Rate (M5)",3,2023,1,Couple
2023-01-12,SUIT,2.0,0.0,SDC,USD,151.0,2023-01-12,2023-01-14,1804.0,"Valid Rate ID Required (I2),Platinum Elite (P6),Extra Towels (E6),Extra Feather Pillows (V9),Refrigerator (R4)",2,2023,1,Couple
2023-01-12,GENR,2.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-15,1831.0,No request,3,2023,1,Couple
2023-01-12,SUIT,1.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-14,1925.0,No request,2,2023,1,Solo
2023-01-12,SUIT,1.0,0.0,REG,USD,199.0,2023-01-12,2023-01-14,2023.0,No request,2,2023,1,Solo
2023-01-12,SUIT,1.0,0.0,REG,USD,199.0,2023-01-12,2023-01-14,2024.0,"Split reservation (S5),Titanium Elite (X4),Member Rate (M5)",2,2023,1,Solo
2023-01-12,GENR,2.0,0.0,BMR,USD,31.0,2023-01-12,2023-01-14,2128.0,No request,2,2023,1,Couple
2023-01-13,VIEW,2.0,0.0,ECM,USD,259.0,2023-01-13,2023-01-14,403.0,"OTA BOOKING (O9),Breakfast included (B6)",1,2023,1,Couple
2023-01-13,DKNG,1.0,0.0,REG,USD,199.0,2023-01-13,2023-01-14,406.0,No request,1,2023,1,Solo
2023-01-13,TWIN,1.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-15,525.0,No request,2,2023,1,Solo
2023-01-13,GENR,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-15,608.0,No request,2,2023,1,Couple
2023-01-13,VIEW,1.0,0.0,REG,USD,229.0,2023-01-13,2023-01-19,702.0,Silver Elite (M1),6,2023,1,Solo
2023-01-13,GENR,1.0,0.0,CON,USD,81.0,2023-01-13,2023-01-16,626.0,"Sign room and tax only (S4),Breakfast included (B6)",3,2023,1,Solo
2023-01-13,VIEW,1.0,0.0,REG,USD,229.0,2023-01-13,2023-01-19,702.0,Silver Elite (M1),6,2023,1,Solo
2023-01-13,GENR,2.0,0.0,BEN,USD,180.0,2023-01-13,2023-01-14,708.0,Member Rate (M5),1,2023,1,Couple
2023-01-13,GENR,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-15,712.0,No request,2,2023,1,Couple
2023-01-13,TWTW,1.0,0.0,BEN,USD,189.0,2023-01-13,2023-01-15,724.0,Titanium Elite (TTM),2,2023,1,Solo
2023-01-13,GENR,1.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-14,812.0,No request,1,2023,1,Solo
2023-01-13,CITY,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-14,821.0,No request,1,2023,1,Couple
2023-01-13,TWTW,1.0,0.0,BEN,USD,185.0,2023-01-13,2023-01-17,824.0,"Gold Elite (X1),Member Rate (M5)",4,2023,1,Solo
2023-01-13,TWTW,1.0,0.0,BEN,USD,185.0,2023-01-13,2023-01-17,824.0,"Gold Elite (X1),Member Rate (M5)",4,2023,1,Solo
2023-01-13,TWIN,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-15,825.0,No request,2,2023,1,Couple
2023-01-13,GENR,2.0,0.0,MAR,USD,79.0,2023-01-13,2023-01-16,911.0,No request,3,2023,1,Couple
2023-01-13,TWIN,2.0,0.0,REG,USD,209.0,2023-01-13,2023-01-14,925.0,Gold Elite (X1),1,2023,1,Couple
2023-01-13,GENR,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-14,928.0,No request,1,2023,1,Couple
2023-01-13,GENR,2.0,0.0,AAA,USD,170.0,2023-01-13,2023-01-17,1007.0,"Valid Rate ID Required (I2),Extra Towels (E6),Gold Elite (X1),Extra Feather Pillows (V9)",4,2023,1,Couple
2023-01-13,TWTW,2.0,0.0,ECM,USD,264.99,2023-01-13,2023-01-15,1024.0,71500,2,2023,1,Couple
2023-01-13,TWTW,2.0,0.0,ECM,USD,264.99,2023-01-13,2023-01-15,1024.0,71500,2,2023,1,Couple
2023-01-13,GENR,1.0,0.0,BEN,USD,180.0,2023-01-13,2023-01-14,1107.0,"Gold Elite (X1),Member Rate (M5)",1,2023,1,Solo
2023-01-13,GENR,2.0,0.0,BEN,USD,199.0,2023-01-13,2023-01-15,1108.0,"Extra Towels (E6),Member (Y1),Member Rate (M5),Extra Feather Pillows (V9),Refrigerator (R4)",2,2023,1,Couple
2023-01-13,GENR,2.0,0.0,BEN,USD,199.0,2023-01-13,2023-01-15,1108.0,"Extra Towels (E6),Member (Y1),Member Rate (M5),Extra Feather Pillows (V9),Refrigerator (R4)",2,2023,1,Couple
2023-01-13,CITY,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-14,1121.0,No request,1,2023,1,Couple
2023-01-13,TWTW,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-14,1124.0,No request,1,2023,1,Couple
2023-01-13,DKNG,2.0,0.0,REG,USD,199.0,2023-01-13,2023-01-14,1206.0,No request,1,2023,1,Couple
2023-01-13,GENR,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-14,1207.0,No request,1,2023,1,Couple
2023-01-13,QUEN,2.0,1.0,WHO,USD,110.0,2023-01-13,2023-01-16,1214.0,71500,3,2023,1,Family
2023-01-13,QUEN,2.0,1.0,WHO,USD,110.0,2023-01-13,2023-01-16,1214.0,No request,3,2023,1,Family
2023-01-13,CITY,2.0,0.0,SPE,USD,116.0,2023-01-13,2023-01-16,1221.0,No request,3,2023,1,Couple
2023-01-13,TWTW,2.0,0.0,BEN,USD,180.0,2023-01-13,2023-01-14,1224.0,"Extra Towels (E6),Gold Elite (X1),Member Rate (M5)",1,2023,1,Couple
2023-01-13,GENR,2.0,0.0,CON,USD,81.0,2023-01-13,2023-01-16,1228.0,"Sign room and tax only (S4),Breakfast included (B6)",3,2023,1,Couple
2023-01-13,SUIT,2.0,0.0,SPE,USD,96.0,2023-01-13,2023-01-14,1407.0,No request,1,2023,1,Couple
2023-01-13,SUIT,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-16,1508.0,No request,3,2023,1,Couple
2023-01-13,CITY,2.0,0.0,PKG,USD,310.0,2023-01-13,2023-01-14,1421.0,No request,1,2023,1,Couple
2023-01-13,GENR,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-15,1430.0,No request,2,2023,1,Couple
2023-01-13,SUIT,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-16,1508.0,No request,3,2023,1,Couple
2023-01-13,CITY,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-14,1521.0,No request,1,2023,1,Couple
2023-01-13,DBDB,2.0,0.0,ADP,USD,186.75,2023-01-13,2023-01-14,1522.0,No request,1,2023,1,Couple
2023-01-13,SUIT,1.0,0.0,ADP,USD,151.0,2023-01-13,2023-01-14,1601.0,No request,1,2023,1,Solo
2023-01-13,SUIT,1.0,0.0,ADP,USD,151.0,2023-01-13,2023-01-14,1601.0,No request,1,2023,1,Solo
2023-01-13,SUIT,1.0,0.0,REG,USD,199.0,2023-01-13,2023-01-14,1602.0,No request,1,2023,1,Solo
2023-01-13,CITY,1.0,0.0,SFB,USD,269.0,2023-01-13,2023-01-18,1621.0,"Silver Elite (M1),Member Rate (M5),Breakfast included (B6)",5,2023,1,Solo
2023-01-13,GENR,2.0,0.0,AAA,USD,161.0,2023-01-13,2023-01-14,1623.0,"Valid Rate ID Required (I2),Member (Y1)",1,2023,1,Couple
2023-01-13,GENR,2.0,0.0,BEN,USD,180.0,2023-01-13,2023-01-15,1627.0,No request,2,2023,1,Couple
2023-01-13,EXEC,1.0,0.0,SDC,USD,169.0,2023-01-13,2023-01-14,1629.0,"Valid Rate ID Required (I2),Extra Towels (E6),Titanium Elite (X4),Foam Pillows (F2)",1,2023,1,Solo
2023-01-13,GENR,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-15,1723.0,No request,2,2023,1,Couple
2023-01-13,DKNG,1.0,0.0,REG,USD,199.0,2023-01-13,2023-01-14,1725.0,No request,1,2023,1,Solo
2023-01-13,EXEC,2.0,0.0,AAA,USD,206.0,2023-01-13,2023-01-15,1729.0,No request,2,2023,1,Couple
2023-01-13,CITY,2.0,0.0,REG,USD,244.0,2023-01-13,2023-01-16,1821.0,"Gold Elite (X1),Member Rate (M5),Extra Feather Pillows (V9),Elite Breakfast (B3),Breakfast included (B6)",3,2023,1,Couple
2023-01-13,DBDB,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-15,1822.0,No request,2,2023,1,Couple
2023-01-13,GENR,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-14,1826.0,No request,1,2023,1,Couple
2023-01-13,SUIT,1.0,0.0,MIL,USD,165.0,2023-01-13,2023-01-16,1924.0,No request,3,2023,1,Solo
2023-01-13,SUIT,2.0,0.0,BEN,USD,180.0,2023-01-13,2023-01-14,2021.0,No request,1,2023,1,Couple
2023-01-13,SUIT,2.0,0.0,SPE,USD,115.0,2023-01-13,2023-01-14,2025.0,No request,1,2023,1,Couple
2023-01-13,SUIT,2.0,0.0,AAA,USD,206.0,2023-01-13,2023-01-15,2026.0,No request,2,2023,1,Couple
2023-01-13,SUIT,2.0,0.0,SPE,USD,115.0,2023-01-13,2023-01-14,2027.0,No request,1,2023,1,Couple
2023-01-13,TWTW,1.0,0.0,PKG,USD,210.0,2023-01-13,2023-01-15,2124.0,No request,2,2023,1,Solo
2023-01-13,TWIN,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-14,2125.0,No request,1,2023,1,Couple
2023-01-13,GENR,2.0,0.0,BMR,USD,31.0,2023-01-13,2023-01-15,2131.0,No request,2,2023,1,Couple
2023-01-14,VIEW,2.0,0.0,ECM,USD,264.99,2023-01-14,2023-01-15,403.0,71500,1,2023,1,Couple
2023-01-14,DKNG,2.0,0.0,SFB,USD,246.0,2023-01-14,2023-01-15,406.0,"Gold Elite (X1),Member Rate (M5),Breakfast included (B6)",1,2023,1,Couple
2023-01-14,QUEN,1.0,0.0,BMR,USD,31.0,2023-01-14,2023-01-17,509.0,No request,3,2023,1,Solo
2023-01-14,CITY,2.0,0.0,ECM,USD,301.29,2023-01-14,2023-01-15,521.0,71500,1,2023,1,Couple
2023-01-14,GENR,1.0,0.0,MAR,USD,67.15,2023-01-14,2023-01-15,523.0,No request,1,2023,1,Solo
2023-01-14,TWTW,1.0,0.0,BEN,USD,229.0,2023-01-14,2023-01-16,524.0,"Member (Y1),Extra Foam Pillows (Y2)",2,2023,1,Solo
2023-01-14,GENR,2.0,0.0,SFB,USD,239.0,2023-01-14,2023-01-15,531.0,71500,1,2023,1,Couple
2023-01-14,VIEW,2.0,0.0,ECM,USD,289.19,2023-01-14,2023-01-15,602.0,71500,1,2023,1,Couple
2023-01-14,TWTW,2.0,0.0,BEN,USD,195.0,2023-01-14,2023-01-18,624.0,No request,4,2023,1,Couple
2023-01-14,CITY,2.0,0.0,AAA,USD,242.0,2023-01-14,2023-01-21,703.0,No request,7,2023,1,Couple
2023-01-14,GENR,1.0,0.0,OTD,USD,161.0,2023-01-14,2023-01-15,707.0,No request,1,2023,1,Solo
2023-01-14,GENR,2.0,0.0,SDC,USD,167.0,2023-01-14,2023-01-15,726.0,"Valid Rate ID Required (I2),Silver Elite (M1)",1,2023,1,Couple
2023-01-14,GENR,2.0,0.0,SDC,USD,134.0,2023-01-14,2023-01-15,730.0,"Valid Rate ID Required (I2),Gold Elite (X1)",1,2023,1,Couple
2023-01-14,CITY,1.0,0.0,SDC,USD,151.0,2023-01-14,2023-01-15,903.0,No request,1,2023,1,Solo
2023-01-14,GENR,2.0,0.0,PKG,USD,210.0,2023-01-14,2023-01-17,812.0,Breakfast included (B6),3,2023,1,Couple
2023-01-14,DBDB,1.0,0.0,BMR,USD,31.0,2023-01-14,2023-01-15,822.0,No request,1,2023,1,Solo
2023-01-14,CITY,1.0,0.0,SDC,USD,151.0,2023-01-14,2023-01-15,903.0,No request,1,2023,1,Solo
2023-01-14,GENR,2.0,0.0,SFB,USD,219.0,2023-01-14,2023-01-15,907.0,71500,1,2023,1,Couple
2023-01-14,CITY,2.0,0.0,BMR,USD,31.0,2023-01-14,2023-01-18,921.0,No request,4,2023,1,Couple
2023-01-14,GENR,2.0,0.0,BMR,USD,31.0,2023-01-14,2023-01-15,928.0,No request,1,2023,1,Couple
2023-01-14,CITY,1.0,0.0,BMR,USD,31.0,2023-01-14,2023-01-19,1003.0,No request,5,2023,1,Solo
